symbol,name,category,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,A+B+C+D+E,外資+投信
00830,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1.0,6.0,,7.0
00831B,無資料,無資料,6.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00834B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00836B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00840B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00841B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6.0,6.0,,12.0
00842B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00844B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00845B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00846B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00847B,無資料,無資料,4.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00848B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00849B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6.0,6.0,,12.0
00850,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00851,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00852L,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00853B,無資料,無資料,4.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,6.0,,8.0
00856B,無資料,無資料,6.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00857B,無資料,無資料,4.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1.0,6.0,,7.0
00858,無資料,無資料,4.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,4.0,6.0,,10.0
00859B,無資料,無資料,6.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00860B,無資料,無資料,6.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00861,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,8.0,6.0,,14.0
00862B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1.0,6.0,,7.0
00863B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,3.0,6.0,,9.0
00864B,無資料,無資料,6.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,6.0,,8.0
00865B,無資料,無資料,6.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00867B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,4.0,6.0,,10.0
00870B,無資料,無資料,4.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6.0,6.0,,12.0
00875,無資料,無資料,4.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,7.0,6.0,,13.0
00876,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,3.0,6.0,,9.0
00877,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1.0,6.0,,7.0
00878,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00881,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00882,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00883B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00884B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00885,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1.0,6.0,,7.0
00886,無資料,無資料,4.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00887,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00888,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00890B,無資料,無資料,5.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00891,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,6.0,,8.0
00892,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,3.0,6.0,,9.0
00893,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00894,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6.0,6.0,,12.0
00895,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,1.0,,11.0
00896,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00897,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00898,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00899,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00900,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,1.0,,3.0
00901,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6.0,6.0,,12.0
00902,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00903,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00904,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,3.0,6.0,,9.0
00905,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,9.0,6.0,,15.0
00907,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,9.0,6.0,,15.0
00908,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,4.0,6.0,,10.0
00909,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,4.0,6.0,,10.0
00910,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00911,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00912,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,8.0,6.0,,14.0
00913,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00915,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00916,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,7.0,6.0,,13.0
00917,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,4.0,6.0,,10.0
00918,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00919,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1.0,6.0,,7.0
00920,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00921,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,6.0,,8.0
00922,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00923,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,9.0,6.0,,15.0
00924,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,8.0,6.0,,14.0
00925,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00926,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,8.0,6.0,,14.0
00927,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,7.0,6.0,,13.0
00928,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
00929,無資料,無資料,3.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10.0,6.0,,16.0
00930,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,4.0,6.0,,10.0
00931B,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,1.0,,3.0
00932,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,6.0,,8.0
00933B,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,6.0,,8.0
00934,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1.0,6.0,,7.0
00935,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6.0,6.0,,12.0
00936,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,3.0,6.0,,9.0
00937B,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,8.0,6.0,,14.0
01001T,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,,,,
01002T,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,6.0,,8.0
01007T,無資料,無資料,2.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2.0,6.0,,8.0
01009T,無資料,無資料,1.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,,,,
