symbol,name,category,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,A+B+C+D+E,外資+投信
00779B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,6,,7
00780B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00781B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00782B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00783,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00784B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00785B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,6,,7
00786B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00787B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00788B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00789B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00790B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00791B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00792B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00793B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00794B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00795B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00796B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00797B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00798B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00799B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
0080,無資料,無資料,4,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
0081,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
008201,無資料,無資料,3,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00830,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,5,,6
00831B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00832B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00833B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00834B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00835B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00836B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00837B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00838B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00839B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00840B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00841B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,6,,7
00842B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00843B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00844B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00845B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00846B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00847B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00848B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00849B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00850,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,6,,7
00851,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00852L,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00853B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00854B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00855B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00856B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00857B,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00858,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00859B,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,6,,7
00860B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00861,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,9,6,,15
00862B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00863B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00864B,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00865B,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,6,,7
00866,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00867B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00868B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00869B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00870B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2,6,,8
00871B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00872B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00873B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00874B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00875,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,9,6,,15
00876,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
00877,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2,6,,8
00878,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,5,,6
00879B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00880B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00881,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,2,5,,7
00882,無資料,無資料,8,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,9,6,,15
00883B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00884B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00885,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,9,5,,14
00886,無資料,無資料,10,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5,6,,11
00887,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00888,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,5,,6
00889B,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
00890B,無資料,無資料,9,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,10,6,,16
